row_id,receiver_pseudo,sender_pseudo,dt,obu_anom,obu_risk,rsu_anom,rsu_score,trust_sender,trust_pair,fused_anom,fused_risk
0,105255,102615,1.0,0,0.0,0,0.0024263163180096798,0.9996575910830842,0.9998813619646458,0,0.0024263163180096798
1,105255,102615,1.0,0,0.0,0,0.0,0.9996575910830842,0.9998813619646458,0,0.0
2,105255,102615,1.0,0,0.0,0,0.002379560379272851,0.9996575910830842,0.9998813619646458,0,0.002379560379272851
3,105255,102615,1.0,0,0.0,0,0.0,0.9996575910830842,0.9998813619646458,0,0.0
4,105255,102615,1.0,0,0.0,0,0.0,0.9996575910830842,0.9998813619646458,0,0.0
5,105255,102615,1.0,0,0.0,0,0.0,0.9996575910830842,0.9998813619646458,0,0.0
6,105255,102615,1.0,0,0.0,0,0.0069406272156907626,0.9996575910830842,0.9998813619646458,0,0.0069406272156907626
7,105255,102615,1.0,0,0.0,0,0.0,0.9996575910830842,0.9998813619646458,0,0.0
8,105255,102615,1.0,0,0.0,0,0.002379560379272851,0.9996575910830842,0.9998813619646458,0,0.002379560379272851
9,105255,102615,1.0,0,0.0,0,0.004817854195023782,0.9996575910830842,0.9998813619646458,0,0.004817854195023782
10,105255,102615,1.0,0,0.0,0,0.002079076549911929,0.9996575910830842,0.9998813619646458,0,0.002079076549911929
11,105255,102615,1.0,0,0.0,0,0.006978677727768992,0.9996575910830842,0.9998813619646458,0,0.006978677727768992
12,105255,102615,1.0,0,0.0,0,0.006629072188866512,0.9996575910830842,0.9998813619646458,0,0.006629072188866512
13,105255,102615,1.0,0,0.0,0,0.012138681137818554,0.9996575910830842,0.9998813619646458,0,0.012138681137818554
14,105255,102615,1.0,0,0.0,0,0.06884170152084955,0.9996575910830842,0.9998813619646458,0,0.06884170152084955
15,105255,102615,1.0,0,0.0,0,0.00227019195600903,0.9996575910830842,0.9998813619646458,0,0.00227019195600903
16,105255,102615,13.0,0,0.0,0,0.01656739290801322,0.9996575910830842,0.9998813619646458,0,0.01656739290801322
17,105255,102615,1.0,0,0.0,0,0.002379560379272851,0.9996575910830842,0.9998813619646458,0,0.002379560379272851
18,105255,102615,3.0,0,0.0,0,0.04962336226714557,0.9996575910830842,0.9998813619646458,0,0.04962336226714557
19,105255,102615,1.0,0,0.0,0,0.0,0.9996575910830842,0.9998813619646458,0,0.0
20,105255,102615,1.0,0,0.0,0,0.0025,0.9996575910830842,0.9998813619646458,0,0.0025
21,105255,102615,1.0,0,0.0,0,0.0,0.9996575910830842,0.9998813619646458,0,0.0
22,105255,102615,1.0,0,0.0,0,0.0,0.9996575910830842,0.9998813619646458,0,0.0
23,105255,102615,1.0,0,0.0,0,0.0025,0.9996575910830842,0.9998813619646458,0,0.0025
24,105255,102615,1.0,0,0.0,0,0.0023795603792728507,0.9996575910830842,0.9998813619646458,0,0.0023795603792728507
25,105255,102615,1.0,0,0.0,0,0.0,0.9996575910830842,0.9998813619646458,0,0.0
26,105255,102615,1.0,0,0.0,0,0.0,0.9996575910830842,0.9998813619646458,0,0.0
27,105255,102615,1.0,0,0.0,0,0.05143797603931526,0.9996575910830842,0.9998813619646458,0,0.05143797603931526
28,105255,102615,1.0,0,0.0,0,0.0,0.9996575910830842,0.9998813619646458,0,0.0
29,105255,102615,1.0,0,0.0,0,0.0,0.9996575910830842,0.9998813619646458,0,0.0
30,105255,102615,1.0,0,0.0,0,0.0,0.9996575910830842,0.9998813619646458,0,0.0
31,105255,102615,1.0,0,0.0,0,0.004297200952004192,0.9996575910830842,0.9998813619646458,0,0.004297200952004192
32,105255,102615,1.0,0,0.0,0,0.0,0.9996575910830842,0.9998813619646458,0,0.0
33,105255,102615,1.0,0,0.0,0,0.0024382938157509297,0.9996575910830842,0.9998813619646458,0,0.0024382938157509297
34,105255,102615,1.0,0,0.0,0,0.0,0.9996575910830842,0.9998813619646458,0,0.0
35,105255,102615,1.0,0,0.0,0,0.0,0.9996575910830842,0.9998813619646458,0,0.0
36,105255,102615,1.0,0,0.0,0,0.0,0.9996575910830842,0.9998813619646458,0,0.0
37,105255,102615,1.0,0,0.0,0,0.0,0.9996575910830842,0.9998813619646458,0,0.0
38,105255,102615,1.0,0,0.0,0,0.0,0.9996575910830842,0.9998813619646458,0,0.0
39,105255,102615,1.0,0,0.0,0,0.0,0.9996575910830842,0.9998813619646458,0,0.0
40,105255,102615,1.0,0,0.0,0,0.0,0.9996575910830842,0.9998813619646458,0,0.0
41,105255,102615,1.0,0,0.0,0,0.0,0.9996575910830842,0.9998813619646458,0,0.0
