row_id,receiver_pseudo,sender_pseudo,dt,obu_anom,obu_risk,rsu_anom,rsu_score,trust_sender,trust_pair,fused_anom,fused_risk
0,105255,102615,1.0,0,0.0,0,0.0024417151162790694,0.9989223039879775,0.99822695035461,0,0.0024417151162790694
1,105255,102615,1.0,0,0.0,0,0.0024417151162790694,0.9989223039879775,0.99822695035461,0,0.0024417151162790694
2,105255,102615,1.0,0,0.0,0,0.0024417151162790694,0.9989223039879775,0.99822695035461,0,0.0024417151162790694
3,105255,102615,1.0,0,0.0,0,0.0,0.9989223039879775,0.99822695035461,0,0.0
4,105255,102615,1.0,0,0.0,0,0.0,0.9989223039879775,0.99822695035461,0,0.0
5,105255,102615,1.0,0,0.0,0,0.0,0.9989223039879775,0.99822695035461,0,0.0
6,105255,102615,1.0,0,0.0,0,0.0,0.9989223039879775,0.99822695035461,0,0.0
7,105255,102615,1.0,0,0.0,0,0.0,0.9989223039879775,0.99822695035461,0,0.0
8,105255,102615,1.0,0,0.0,0,0.0,0.9989223039879775,0.99822695035461,0,0.0
9,105255,102615,1.0,0,0.0,0,0.0,0.9989223039879775,0.99822695035461,0,0.0
10,105255,102615,1.0,0,0.0,0,0.0,0.9989223039879775,0.99822695035461,0,0.0
11,105255,102615,1.0,0,0.0,0,0.0024417151162790694,0.9989223039879775,0.99822695035461,0,0.0024417151162790694
12,105255,102615,1.0,0,0.0,0,0.0024417151162790694,0.9989223039879775,0.99822695035461,0,0.0024417151162790694
13,105255,102615,1.0,0,0.0,0,0.0048278011341189656,0.9989223039879775,0.99822695035461,0,0.0048278011341189656
14,105255,102615,1.0,0,0.0,0,0.0025,0.9989223039879775,0.99822695035461,0,0.0025
15,105255,102615,1.0,0,0.0,0,0.0023860860178398957,0.9989223039879775,0.99822695035461,0,0.0023860860178398957
16,105255,102615,1.0,0,0.0,0,0.0024417151162790694,0.9989223039879775,0.99822695035461,0,0.0024417151162790694
17,105255,102615,1.0,0,0.0,0,0.0,0.9989223039879775,0.99822695035461,0,0.0
18,105255,102615,1.0,0,0.0,0,0.0,0.9989223039879775,0.99822695035461,0,0.0
19,105255,102615,1.0,0,0.0,0,0.004675149491943822,0.9989223039879775,0.99822695035461,0,0.004675149491943822
20,105255,102615,1.0,0,0.0,0,0.0023860860178398957,0.9989223039879775,0.99822695035461,0,0.0023860860178398957
21,105255,102615,1.0,0,0.0,0,0.004675149491943822,0.9989223039879775,0.99822695035461,0,0.004675149491943822
22,105255,102615,1.0,0,0.0,0,0.0,0.9989223039879775,0.99822695035461,0,0.0
23,105255,102615,1.0,0,0.0,0,0.0,0.9989223039879775,0.99822695035461,0,0.0
24,105255,102615,1.0,0,0.0,0,0.0024417151162790694,0.9989223039879775,0.99822695035461,0,0.0024417151162790694
25,105255,102615,1.0,0,0.0,0,0.0,0.9989223039879775,0.99822695035461,0,0.0
26,105255,102615,1.0,0,0.0,0,0.0,0.9989223039879775,0.99822695035461,0,0.0
27,105255,102615,1.0,0,0.0,0,0.0,0.9989223039879775,0.99822695035461,0,0.0
28,105255,102615,1.0,0,0.0,0,0.0,0.9989223039879775,0.99822695035461,0,0.0
29,105255,102615,1.0,0,0.0,0,0.0,0.9989223039879775,0.99822695035461,0,0.0
30,105255,102615,1.0,0,0.0,0,0.0,0.9989223039879775,0.99822695035461,0,0.0
31,105255,102615,1.0,0,0.0,0,0.0,0.9989223039879775,0.99822695035461,0,0.0
32,105255,102615,1.0,0,0.0,0,0.0,0.9989223039879775,0.99822695035461,0,0.0
33,105255,102615,1.0,0,0.0,0,0.0,0.9989223039879775,0.99822695035461,0,0.0
34,105255,102615,1.0,0,0.0,0,0.0,0.9989223039879775,0.99822695035461,0,0.0
35,105255,102615,1.0,0,0.0,0,0.0,0.9989223039879775,0.99822695035461,0,0.0
36,105255,102615,1.0,0,0.0,0,0.0,0.9989223039879775,0.99822695035461,0,0.0
37,105255,102615,1.0,0,0.0,0,0.002233434375664752,0.9989223039879775,0.99822695035461,0,0.002233434375664752
38,105255,102615,1.0,0,0.0,0,0.0,0.9989223039879775,0.99822695035461,0,0.0
39,105255,102615,1.0,0,0.0,0,0.004675149491943822,0.9989223039879775,0.99822695035461,0,0.004675149491943822
40,105255,102615,1.0,0,0.0,0,0.0,0.9989223039879775,0.99822695035461,0,0.0
41,105255,102615,1.0,0,0.0,0,0.0,0.9989223039879775,0.99822695035461,0,0.0
42,105255,102615,1.0,0,0.0,0,0.004675149491943822,0.9989223039879775,0.99822695035461,0,0.004675149491943822
43,105255,102615,1.0,0,0.0,0,0.0,0.9989223039879775,0.99822695035461,0,0.0
